OTU,Kingdom,Phylum,Class,Order,Family,Genus,Species
Uniq98944,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,
Uniq107763,Bacteria,Proteobacteria,Gammaproteobacteria,,,,
Uniq116240,Bacteria,Proteobacteria,,,,,
Uniq75416,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,
Uniq89549,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Paraburkholderia,Burkholderia_cenocepacia
Uniq4085,Bacteria,Cyanobacteria,Chloroplast,Allium_cepa_(onion),,,
Uniq99681,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,
Uniq115622,Bacteria,Actinobacteria,Actinobacteria,,,,
Uniq97485,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus_epidermidis
Uniq20607,Bacteria,Actinobacteria,,,,,
Uniq56633,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Veillonella
Uniq15956,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium_1,
Uniq117,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto_1,Clostridium_tertium
Uniq23352,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,
Uniq226,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,
Uniq78707,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Veillonella
Uniq24,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium_bifidum
Uniq86578,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Veillonella
Uniq87749,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,
Uniq41,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,,
Uniq94939,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,Klebsiella_pneumoniae
Uniq96786,Bacteria,Cyanobacteria,Chloroplast,Alstroemeria_aurea,,,
Uniq107775,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,
Uniq12944,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas
Uniq2529,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Clostridium_innocuum_group,
Uniq110125,Bacteria,Proteobacteria,,,,,
Uniq8967,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,
Uniq106380,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,
Uniq95556,Bacteria,Firmicutes,Negativicutes,,,,
Uniq83171,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus_epidermidis
Uniq83417,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,
Uniq86412,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Paraburkholderia,Burkholderia_cenocepacia
Uniq16716,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacter,
Uniq88204,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Veillonella
Uniq77556,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,
Uniq69179,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,
Uniq91615,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,
Uniq109174,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,,
Uniq101637,Bacteria,Bacteroidetes,Bacteroidia,,,,
Uniq936,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_agalactiae
Uniq109643,Bacteria,Proteobacteria,,,,,
Uniq91970,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,
Uniq90565,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Veillonella
Uniq35393,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_UCG-008,
Uniq60874,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Achromobacter_aegrifaciens
Uniq89265,Bacteria,Firmicutes,Bacilli,,,,
Uniq114610,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,
Uniq47529,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium_dentium
Uniq15355,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,
Uniq8207,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_reuteri
Uniq93609,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus_epidermidis
Uniq102500,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Paraburkholderia,
Uniq111167,Bacteria,Actinobacteria,Actinobacteria,,,,
Uniq97180,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,
Uniq97038,Bacteria,Proteobacteria,,,,,
Uniq16954,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella_7,
Uniq84295,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,
Uniq99329,Bacteria,Firmicutes,,,,,
Uniq17967,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,
Uniq111031,Bacteria,Firmicutes,,,,,
Uniq29502,Bacteria,Firmicutes,,,,,
Uniq100720,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Paraburkholderia,
Uniq18468,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_UCG-010,
Uniq73556,Bacteria,Proteobacteria,Gammaproteobacteria,,,,
Uniq74605,Bacteria,Firmicutes,,,,,
Uniq81207,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Veillonella
Uniq18757,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Varibaculum,Varibaculum
Uniq40699,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Veillonella
Uniq72157,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Cronobacter,
Uniq87843,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,
Uniq1230,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,
Uniq95916,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,
Uniq93968,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,
Uniq104763,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Scardovia,
Uniq71025,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,
Uniq77,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,
Uniq97429,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,
Uniq89855,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,
Uniq15353,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,
Uniq110155,Bacteria,Actinobacteria,,,,,
Uniq51558,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,
Uniq93683,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia_coli
Uniq49738,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,
Uniq116075,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,Klebsiella_pneumoniae
Uniq17478,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia_wexlerae
Uniq103327,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,
Uniq42597,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Veillonella
Uniq1145,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Ruminococcus_torques_group,
Uniq1996,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Siphonobacter,
Uniq110544,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,
Uniq27952,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Sarcina,
Uniq114512,Bacteria,Firmicutes,,,,,
Uniq79922,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Veillonella
Uniq20,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Serratia,Serratia
Uniq34813,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus
Uniq91575,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus
Uniq86181,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,,
Uniq113971,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,
Uniq115584,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,
Uniq112097,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Novosphingobium_aromaticivorans
Uniq113992,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,
Uniq103944,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,
Uniq82351,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,
Uniq32655,Bacteria,TM6_(Dependentiae),,,,,
Uniq1619,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides_xylanisolvens
Uniq9198,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,Klebsiella_pneumoniae
Uniq43355,Bacteria,Proteobacteria,,,,,
Uniq62,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,
Uniq33537,Bacteria,Firmicutes,,,,,
Uniq321,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,
Uniq86355,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus_faecalis
Uniq92,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,
Uniq63951,Bacteria,Firmicutes,Clostridia,,,,
Uniq51092,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,
Uniq94201,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Achromobacter_aegrifaciens
Uniq805,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,
Uniq98881,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus_epidermidis
Uniq69316,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia_coli
Uniq115436,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,
Uniq95238,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,
Uniq88201,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas
Uniq32003,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,
Uniq108960,Bacteria,Firmicutes,Bacilli,,,,
Uniq99007,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,
Uniq475,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,
Uniq93117,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia
Uniq111582,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,
Uniq5929,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter_towneri
Uniq92363,Bacteria,Bacteroidetes,Bacteroidia,,,,
Uniq12,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium_longum
Uniq280,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,Klebsiella_pneumoniae
Uniq88278,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus_faecalis
Uniq2589,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,Parabacteroides_distasonis
Uniq68340,Bacteria,Proteobacteria,,,,,
Uniq32450,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Zea_mays,
Uniq109365,Bacteria,Actinobacteria,,,,,
Uniq100684,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,
Uniq114874,Bacteria,Proteobacteria,,,,,
Uniq55592,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas
Uniq110041,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptoclostridium,Clostridium_mangenotii
Uniq109136,Bacteria,Firmicutes,Negativicutes,,,,
Uniq95297,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,
Uniq97276,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus_epidermidis
Uniq108965,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,
Uniq104317,Bacteria,Proteobacteria,,,,,
Uniq65335,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Clostridium_aldenense
Uniq102237,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,
Uniq556,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Rothia,
Uniq8863,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas
Uniq70017,Bacteria,Actinobacteria,,,,,
Uniq96121,Bacteria,Firmicutes,Negativicutes,,,,
Uniq94,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,
Uniq52,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides_fragilis
Uniq20316,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,
Uniq102679,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Sarcina,
Uniq94803,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,
Uniq60381,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,
Uniq45317,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Achromobacter_aegrifaciens
Uniq51066,Bacteria,Firmicutes,,,,,
Uniq92222,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Serratia,Serratia
Uniq56710,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,
Uniq16822,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidiphilium,
Uniq107371,Bacteria,Firmicutes,,,,,
Uniq8073,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Ruminococcus_gnavus_group,
Uniq92782,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Diaphorobacter,
Uniq115777,Bacteria,Proteobacteria,,,,,
Uniq95585,Bacteria,Firmicutes,,,,,
Uniq85875,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas
Uniq62597,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Veillonella
Uniq82900,Bacteria,Proteobacteria,,,,,
Uniq101880,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacter,
Uniq73465,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptoclostridium,
Uniq55,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,Klebsiella
Uniq88966,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,
Uniq103374,Bacteria,Firmicutes,Negativicutes,,,,
Uniq23836,Bacteria,Firmicutes,,,,,
Uniq95290,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Ruminococcus_gnavus_group,
Uniq59940,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,Klebsiella_pneumoniae
Uniq104040,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacter,Enterobacter
Uniq64266,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,
Uniq25442,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Veillonella
Uniq18760,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto_1,
Uniq57010,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,
Uniq7,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Achromobacter_aegrifaciens
Uniq100,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus
Uniq5793,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_reuteri
Uniq37880,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacter,
Uniq98204,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,
Uniq85738,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,
Uniq50110,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Enterobacter
Uniq38996,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,
Uniq60432,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
Uniq98509,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,Klebsiella_pneumoniae
Uniq28857,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,
Uniq101359,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,
Uniq26383,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacter,Klebsiella_oxytoca
Uniq73241,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,
Uniq110897,Bacteria,Proteobacteria,,,,,
Uniq54613,Bacteria,Firmicutes,,,,,
Uniq85640,Bacteria,Saccharibacteria,,,,,
Uniq3439,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides_ovatus
Uniq23801,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium_1,Corynebacterium
Uniq107743,Bacteria,Firmicutes,Negativicutes,,,,
Uniq55523,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Veillonella
Uniq89148,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Veillonella
Uniq75816,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,
Uniq594,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Clostridium_symbiosum
Uniq60140,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Paraburkholderia,Burkholderia
Uniq108615,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,
Uniq94086,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia_coli
Uniq98708,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Shigella_dysenteriae
Uniq89714,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Veillonella
Uniq104705,Bacteria,Proteobacteria,Gammaproteobacteria,,,,
Uniq94367,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces_graevenitzii
Uniq63580,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Varibaculum,Varibaculum_cambriense
Uniq78176,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto_1,
Uniq55357,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,
Uniq107703,Bacteria,Actinobacteria,,,,,
Uniq83967,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,
Uniq83436,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Veillonella
Uniq82247,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Veillonella
Uniq25281,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,
Uniq101670,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,
Uniq99368,Bacteria,Proteobacteria,Gammaproteobacteria,,,,
Uniq489,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Megasphaera,Megasphaera_elsdenii
Uniq107627,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,
Uniq77264,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,Klebsiella_pneumoniae
Uniq86582,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Veillonella
Uniq114225,Bacteria,Proteobacteria,,,,,
Uniq81198,Bacteria,Proteobacteria,Gammaproteobacteria,,,,
Uniq99780,Bacteria,Proteobacteria,,,,,
Uniq21172,Bacteria,Firmicutes,Clostridia,,,,
Uniq11,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus_aureus
Uniq40232,Bacteria,Firmicutes,,,,,
Uniq93972,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Veillonella
Uniq550,Bacteria,Cyanobacteria,Chloroplast,Haslea_wawrikae,,,
Uniq88632,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,
Uniq42200,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter
Uniq3613,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter
Uniq988,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_rhamnosus
Uniq33956,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Veillonella
Uniq94112,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Achromobacter_aegrifaciens
Uniq57570,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,Klebsiella
Uniq83017,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,
Uniq48338,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,
Uniq385,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides_vulgatus
Uniq100353,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,
Uniq12855,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,
Uniq23440,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas
Uniq15557,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium_1,Corynebacterium_bovis
Uniq81581,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto_1,
Uniq105633,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Olsenella,Olsenella_uli
Uniq37418,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,
Uniq113955,Bacteria,Proteobacteria,,,,,
Uniq102345,Bacteria,Actinobacteria,,,,,
Uniq93076,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Paraburkholderia,Burkholderia
Uniq1435,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,,
Uniq50923,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Veillonella
Uniq112818,Bacteria,Firmicutes,Clostridia,,,,
Uniq87119,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,
Uniq20761,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,
Uniq113577,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,
