Kingdom,Phylum,Class,Order,Family,Genus,OTU
Bacteria,Firmicutes,unknown_Class_of_Firmicutes____Uniq5707,unknown_Order_of_unknown_Class_of_Firmicutes____Uniq45364,unknown_Family_of_unknown_Order_of_unknown_Class_of_Firmicutes____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_unknown_Class_of_Firmicutes____Uniq99022,Uniq97931
Bacteria,Proteobacteria,Gammaproteobacteria,unknown_Order_of_Gammaproteobacteria____Uniq45364,unknown_Family_of_unknown_Order_of_Gammaproteobacteria____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_Gammaproteobacteria____Uniq99022,Uniq109521
Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,Uniq26133
Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Uniq115276
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Paraburkholderia,Uniq97233
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unknown_Genus_of_Lachnospiraceae____Uniq99022,Uniq91535
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Uniq19607
Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Uniq103489
Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Uniq26002
Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Uniq92205
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Uniq18852
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Uniq57676
Bacteria,Actinobacteria,Actinobacteria,unknown_Order_of_Actinobacteria____Uniq45364,unknown_Family_of_unknown_Order_of_Actinobacteria____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_Actinobacteria____Uniq99022,Uniq89280
Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Uniq97952
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,Uniq75095
Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Uniq82941
Bacteria,Proteobacteria,Gammaproteobacteria,unknown_Order_of_Gammaproteobacteria____Uniq45364,unknown_Family_of_unknown_Order_of_Gammaproteobacteria____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_Gammaproteobacteria____Uniq99022,Uniq114751
Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Uniq51851
Bacteria,Bacteroidetes,Bacteroidia,unknown_Order_of_Bacteroidia____Uniq45364,unknown_Family_of_unknown_Order_of_Bacteroidia____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_Bacteroidia____Uniq99022,Uniq65073
Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,Uniq19247
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Uniq108143
Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,Uniq1758
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Uniq32
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Uniq46605
Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Uniq93691
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Uniq80108
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Uniq67770
Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Uniq98036
Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Uniq64077
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Paraburkholderia,Uniq113428
Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Uniq105661
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Uniq1241
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Uniq42781
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto_1,Uniq107207
Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Uniq31885
Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Uniq71929
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Uniq98055
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Uniq30879
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Uniq88663
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Uniq16758
Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Dermacoccaceae,Branchiibius,Uniq12086
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Uniq17622
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Paraburkholderia,Uniq60564
Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Uniq99833
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Paraburkholderia,Uniq63117
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,unknown_Genus_of_Mitochondria____Uniq99022,Uniq54071
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,unknown_Genus_of_Enterobacteriaceae____Uniq99022,Uniq93758
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Uniq45288
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,Uniq18714
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Uniq110594
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Hungatella,Uniq96098
Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Uniq95421
Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Uniq91916
Bacteria,Proteobacteria,unknown_Class_of_Proteobacteria____Uniq5707,unknown_Order_of_unknown_Class_of_Proteobacteria____Uniq45364,unknown_Family_of_unknown_Order_of_unknown_Class_of_Proteobacteria____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_unknown_Class_of_Proteobacteria____Uniq99022,Uniq87046
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Uniq44927
Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Uniq94970
Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Uniq11689
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Fusicatenibacter,Uniq28760
Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Uniq93020
Bacteria,Firmicutes,unknown_Class_of_Firmicutes____Uniq5707,unknown_Order_of_unknown_Class_of_Firmicutes____Uniq45364,unknown_Family_of_unknown_Order_of_unknown_Class_of_Firmicutes____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_unknown_Class_of_Firmicutes____Uniq99022,Uniq101064
Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Uniq107033
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Uniq81199
Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propionibacterium,Uniq58764
Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Uniq18844
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Uniq34731
Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Uniq4678
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Uniq19
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,Uniq55261
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,Uniq377
Bacteria,Firmicutes,unknown_Class_of_Firmicutes____Uniq5707,unknown_Order_of_unknown_Class_of_Firmicutes____Uniq45364,unknown_Family_of_unknown_Order_of_unknown_Class_of_Firmicutes____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_unknown_Class_of_Firmicutes____Uniq99022,Uniq66490
Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,Uniq56764
Bacteria,Firmicutes,unknown_Class_of_Firmicutes____Uniq5707,unknown_Order_of_unknown_Class_of_Firmicutes____Uniq45364,unknown_Family_of_unknown_Order_of_unknown_Class_of_Firmicutes____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_unknown_Class_of_Firmicutes____Uniq99022,Uniq104467
Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Uniq106746
Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Uniq34161
Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Uniq16
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Uniq94474
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,Uniq197
Bacteria,Firmicutes,unknown_Class_of_Firmicutes____Uniq5707,unknown_Order_of_unknown_Class_of_Firmicutes____Uniq45364,unknown_Family_of_unknown_Order_of_unknown_Class_of_Firmicutes____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_unknown_Class_of_Firmicutes____Uniq99022,Uniq105179
Bacteria,Firmicutes,Negativicutes,unknown_Order_of_Negativicutes____Uniq45364,unknown_Family_of_unknown_Order_of_Negativicutes____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_Negativicutes____Uniq99022,Uniq14701
Bacteria,Firmicutes,unknown_Class_of_Firmicutes____Uniq5707,unknown_Order_of_unknown_Class_of_Firmicutes____Uniq45364,unknown_Family_of_unknown_Order_of_unknown_Class_of_Firmicutes____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_unknown_Class_of_Firmicutes____Uniq99022,Uniq106550
Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Uniq71898
Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Uniq1153
Bacteria,Proteobacteria,Gammaproteobacteria,unknown_Order_of_Gammaproteobacteria____Uniq45364,unknown_Family_of_unknown_Order_of_Gammaproteobacteria____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_Gammaproteobacteria____Uniq99022,Uniq65825
Bacteria,Firmicutes,Bacilli,unknown_Order_of_Bacilli____Uniq45364,unknown_Family_of_unknown_Order_of_Bacilli____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_Bacilli____Uniq99022,Uniq62903
Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Uniq99494
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Uniq62626
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto_1,Uniq64636
Bacteria,Firmicutes,unknown_Class_of_Firmicutes____Uniq5707,unknown_Order_of_unknown_Class_of_Firmicutes____Uniq45364,unknown_Family_of_unknown_Order_of_unknown_Class_of_Firmicutes____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_unknown_Class_of_Firmicutes____Uniq99022,Uniq109464
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Eubacterium_eligens_group,Uniq105915
Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Uniq34119
Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Uniq102744
Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Uniq62287
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Uniq23602
Bacteria,Proteobacteria,unknown_Class_of_Proteobacteria____Uniq5707,unknown_Order_of_unknown_Class_of_Proteobacteria____Uniq45364,unknown_Family_of_unknown_Order_of_unknown_Class_of_Proteobacteria____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_unknown_Class_of_Proteobacteria____Uniq99022,Uniq75026
Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Uniq106479
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella_7,Uniq76278
Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Uniq99202
Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Uniq111398
Bacteria,Firmicutes,Clostridia,unknown_Order_of_Clostridia____Uniq45364,unknown_Family_of_unknown_Order_of_Clostridia____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_Clostridia____Uniq99022,Uniq67855
Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium_1,Uniq111523
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Uniq92676
Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium_1,Uniq51910
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Uniq91405
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Uniq113820
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Uniq91901
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Uniq92112
Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Uniq52221
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacter,Uniq66
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Uniq2588
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Serratia,Uniq99010
Bacteria,Proteobacteria,unknown_Class_of_Proteobacteria____Uniq5707,unknown_Order_of_unknown_Class_of_Proteobacteria____Uniq45364,unknown_Family_of_unknown_Order_of_unknown_Class_of_Proteobacteria____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_unknown_Class_of_Proteobacteria____Uniq99022,Uniq107989
Bacteria,Proteobacteria,unknown_Class_of_Proteobacteria____Uniq5707,unknown_Order_of_unknown_Class_of_Proteobacteria____Uniq45364,unknown_Family_of_unknown_Order_of_unknown_Class_of_Proteobacteria____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_unknown_Class_of_Proteobacteria____Uniq99022,Uniq115798
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Serratia,Uniq83958
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,Uniq65240
Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Uniq98304
Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Uniq95807
Bacteria,Bacteroidetes,Bacteroidia,unknown_Order_of_Bacteroidia____Uniq45364,unknown_Family_of_unknown_Order_of_Bacteroidia____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_Bacteroidia____Uniq99022,Uniq72117
Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Uniq83091
Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Uniq30470
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Uniq14947
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Uniq46245
Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Uniq56746
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Uniq104782
Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Uniq20460
Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Uniq105172
Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Intestinibacter,Uniq174
Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Uniq8001
Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Uniq102631
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Uniq98766
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,Uniq765
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Uniq94488
Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Uniq86349
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Uniq50561
Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Uniq103049
Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Uniq96555
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,Uniq51
Bacteria,Firmicutes,unknown_Class_of_Firmicutes____Uniq5707,unknown_Order_of_unknown_Class_of_Firmicutes____Uniq45364,unknown_Family_of_unknown_Order_of_unknown_Class_of_Firmicutes____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_unknown_Class_of_Firmicutes____Uniq99022,Uniq108122
Bacteria,Proteobacteria,unknown_Class_of_Proteobacteria____Uniq5707,unknown_Order_of_unknown_Class_of_Proteobacteria____Uniq45364,unknown_Family_of_unknown_Order_of_unknown_Class_of_Proteobacteria____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_unknown_Class_of_Proteobacteria____Uniq99022,Uniq109934
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Uniq113317
Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Uniq59052
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Uniq70029
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Uniq92288
Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Uniq83738
Bacteria,Proteobacteria,Gammaproteobacteria,unknown_Order_of_Gammaproteobacteria____Uniq45364,unknown_Family_of_unknown_Order_of_Gammaproteobacteria____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_Gammaproteobacteria____Uniq99022,Uniq69423
Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Uniq71648
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,Uniq106920
Bacteria,Bacteroidetes,Bacteroidia,unknown_Order_of_Bacteroidia____Uniq45364,unknown_Family_of_unknown_Order_of_Bacteroidia____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_Bacteroidia____Uniq99022,Uniq93352
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Uniq47851
Bacteria,Proteobacteria,unknown_Class_of_Proteobacteria____Uniq5707,unknown_Order_of_unknown_Class_of_Proteobacteria____Uniq45364,unknown_Family_of_unknown_Order_of_unknown_Class_of_Proteobacteria____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_unknown_Class_of_Proteobacteria____Uniq99022,Uniq112555
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Pleomorphomonas,Uniq13002
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Uniq73842
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto_1,Uniq114880
Bacteria,Proteobacteria,unknown_Class_of_Proteobacteria____Uniq5707,unknown_Order_of_unknown_Class_of_Proteobacteria____Uniq45364,unknown_Family_of_unknown_Order_of_unknown_Class_of_Proteobacteria____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_unknown_Class_of_Proteobacteria____Uniq99022,Uniq47578
Bacteria,Firmicutes,unknown_Class_of_Firmicutes____Uniq5707,unknown_Order_of_unknown_Class_of_Firmicutes____Uniq45364,unknown_Family_of_unknown_Order_of_unknown_Class_of_Firmicutes____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_unknown_Class_of_Firmicutes____Uniq99022,Uniq51937
Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Uniq133
Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Uniq5104
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Uniq19521
Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Uniq93619
Bacteria,Firmicutes,unknown_Class_of_Firmicutes____Uniq5707,unknown_Order_of_unknown_Class_of_Firmicutes____Uniq45364,unknown_Family_of_unknown_Order_of_unknown_Class_of_Firmicutes____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_unknown_Class_of_Firmicutes____Uniq99022,Uniq101209
Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Uniq63528
Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus,Uniq7033
Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Uniq112466
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Uniq56499
Bacteria,Actinobacteria,unknown_Class_of_Actinobacteria____Uniq5707,unknown_Order_of_unknown_Class_of_Actinobacteria____Uniq45364,unknown_Family_of_unknown_Order_of_unknown_Class_of_Actinobacteria____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_unknown_Class_of_Actinobacteria____Uniq99022,Uniq107923
